t_s,gz_filt_dps,ax_filt_mms2,ay_filt_mms2,az_filt_mms2,ax_raw_mms2,ay_raw_mms2,az_raw_mms2
26.1870,-79.8520,3381.42,8811.96,-539.92,3804.98,8255.24,1086.58
26.1970,-81.5134,3272.75,9074.43,-163.03,2838.04,10561.76,1344.49
26.2070,-83.5164,2868.07,8944.34,-382.07,1249.37,8207.19,-1258.19
26.2170,-87.7115,3245.90,8716.83,-780.29,4757.21,7427.56,-2373.21
26.2280,-90.3541,3155.70,8916.05,-537.15,2794.90,10044.95,435.42
26.2380,-92.8759,3223.18,8887.97,-268.89,3493.13,8728.90,804.15
26.2480,-95.7542,3251.48,8906.48,-143.33,3364.66,9011.33,358.92
26.2580,-97.1809,3424.35,8790.11,658.69,4115.85,8130.69,3866.76
26.2690,-100.0277,3667.98,8974.07,-74.20,4642.47,10016.51,-3005.74
26.2790,-102.5664,3612.02,8712.67,329.18,3388.20,7231.42,1942.70
26.2890,-105.3515,3773.98,8764.68,291.20,4421.82,9059.38,139.25
26.2990,-106.9861,3448.91,9098.82,192.75,2148.64,10992.27,-201.04
26.3090,-109.2223,3305.56,9090.70,-20.95,2732.13,9044.67,-875.73
26.3210,-112.1316,3295.21,9236.78,-28.33,3253.85,10064.56,-57.86
26.3310,-115.7012,3268.90,9411.11,-479.26,3163.63,10398.97,-2282.99
26.3410,-117.9269,3316.68,9142.99,-898.26,3507.84,7623.69,-2574.25
26.3510,-120.0098,3115.63,9123.24,-206.50,2311.43,9011.33,2560.52
26.3620,-123.4629,3436.30,9168.24,-193.84,4718.96,9423.21,-143.18
26.3720,-129.1141,3720.49,9086.60,-227.84,4857.23,8623.97,-363.83
26.3820,-135.4429,3940.19,9146.36,-492.35,4818.99,9484.99,-1550.43
26.3920,-138.1090,3855.68,9678.17,-492.35,3517.65,12691.77,10149.88
26.4030,-137.1614,2669.13,9899.70,-822.63,-2077.05,11155.06,-2143.73
26.4130,-130.6390,1250.94,9899.70,-822.63,-4421.82,1091.48,-13466.49
26.4240,-120.8653,350.77,9623.61,-1858.44,-3249.92,8059.10,-6001.67
26.4340,-112.4698,350.77,9099.59,-1858.44,13012.44,6130.14,-12404.43
26.4450,-115.5389,-190.30,8924.10,-1858.44,-2354.58,7929.66,9748.79
26.4550,-114.2852,-190.30,8924.10,-1858.44,-18640.48,-1626.92,-19070.99
26.4650,-108.7877,-190.30,8924.10,-600.43,-10169.50,18362.95,4431.63
26.4750,-102.9864,-190.30,9511.46,-1787.76,-16854.69,12839.85,-6537.11
26.4860,-94.1795,-1318.05,9511.46,-320.88,-5829.07,18472.79,5546.64
26.4960,-89.7367,-1409.44,9846.41,-320.88,-1775.00,11744.44,-16889.01
26.5060,-84.7157,-1409.44,9839.56,-320.88,-9599.73,9800.77,-8920.13
26.5160,-78.0300,-1251.12,10601.90,-320.88,-617.82,14921.80,28087.23
26.5270,-68.0161,-2685.48,10868.75,-320.88,-8422.93,12380.90,15500.39
26.5370,-58.8853,-1684.14,10687.07,47.69,2321.23,9657.59,1521.99
26.5470,-52.2417,-1595.22,9870.11,47.69,-1239.56,5240.67,-8547.48
26.5570,-45.1132,-97.03,10248.06,548.30,5895.76,12389.72,2550.71
26.5680,-37.3093,-97.03,9707.89,548.30,-11174.68,6646.95,-12060.22
26.5790,-29.2005,-97.03,9707.89,548.30,-12873.19,16563.43,14606.02
26.5890,-21.5084,-97.03,9957.33,1113.33,-10705.92,11370.81,3373.49
26.5990,-13.8979,-450.86,10573.43,2546.42,-1866.21,14064.70,8278.77
26.6100,-8.2136,-1090.11,10733.20,1405.39,-3647.09,11638.53,-3158.72
26.6200,-1.8405,-1090.11,9842.54,1405.39,11006.98,4795.45,-9949.83
26.6300,4.8676,-59.51,9774.64,1405.39,4062.90,9389.87,-8996.62
26.6400,10.8443,-59.51,10025.54,1405.39,-11619.90,11447.30,-15950.52
26.6500,13.4320,-59.51,10561.10,1405.39,-10619.62,13595.94,-30843.88
26.6610,28.4944,-59.51,10561.10,2392.51,-19827.08,-3029.27,6340.98
26.6710,30.7430,-59.51,10561.10,3686.66,-20769.50,3407.81,8863.25
26.6810,37.6301,692.21,11134.00,3686.66,3699.07,14380.47,-12844.75
26.6910,39.4060,692.21,11134.00,5229.18,-23220.19,19458.35,11399.25
26.7020,46.3402,692.21,12017.26,5031.42,-17333.25,17022.38,4240.40
26.7120,50.3121,758.53,11632.42,5717.37,1023.81,9451.65,8461.18
26.7220,55.2554,-203.79,11632.42,4732.77,-4053.09,2545.81,794.34
26.7320,57.7918,175.88,11847.22,4732.77,1694.59,13064.42,-4029.55
26.7430,62.2132,175.88,11022.75,3792.88,-9561.48,6350.79,33.34
26.7530,66.1062,229.75,10934.19,2417.86,445.22,10432.31,-3082.23
26.7630,66.5633,-132.95,10866.85,2231.04,-1583.77,10485.27,1483.75
26.7730,68.6263,-132.95,10780.93,1311.95,-10102.81,10294.04,-2364.38
26.7840,70.3224,-132.95,10441.50,901.29,-8647.50,8518.06,-741.38
26.7940,72.9376,-1235.70,10441.50,1484.77,-5646.67,16739.95,3818.71
26.8050,76.7213,-2384.04,9626.81,1023.26,-6977.43,5010.22,-822.78
26.8150,80.2519,-1503.40,10052.13,850.19,2019.19,12462.29,157.89
26.8260,83.4793,-2037.26,10184.62,623.66,-4172.73,10935.40,-282.43
26.8360,85.0245,-2193.50,10603.06,876.09,-2818.43,12974.20,1885.82
26.8460,86.2321,-2556.00,10145.41,-14.03,-4006.02,7552.10,-3574.52
26.8560,90.9624,-3168.45,10058.56,1142.04,-5618.23,9566.39,5766.31
26.8670,92.0687,-3026.66,10127.57,962.47,-2459.51,10518.61,244.19
26.8770,91.9190,-2801.24,9942.19,1032.20,-1899.55,8891.69,1311.15
26.8870,91.3733,-2551.08,9681.94,1233.52,-1550.43,8207.19,2038.80
26.8970,92.5453,-2263.86,9847.74,814.61,-1115.02,10787.32,-861.02
26.9070,96.4947,-2330.84,10498.23,324.35,-2598.76,14184.34,-1636.73
26.9180,97.2432,-2065.71,10464.66,410.69,-1005.18,10274.43,756.09
26.9280,96.7802,-1974.23,10487.17,363.08,-1608.29,10614.72,172.60
26.9380,98.3881,-1725.89,10520.57,284.77,-732.56,10709.84,-28.44
26.9480,99.9547,-1687.86,10437.02,-119.53,-1535.72,9963.56,-1736.76
26.9590,100.2952,-1576.23,9847.03,-44.83,-1129.73,6503.77,253.99
26.9690,102.2346,-1385.33,10150.91,-766.07,-621.74,11872.91,-3651.02
26.9790,103.0882,-1384.81,10147.96,-406.13,-1382.74,10131.25,1033.62
26.9900,102.6567,-1547.19,10291.82,-722.07,-2196.69,11107.01,-1985.85
27.0010,101.3887,-1141.06,10091.80,-612.18,483.47,8958.37,-172.60
27.0110,100.3960,-622.77,9885.16,-562.51,1450.40,8714.19,-363.83
27.0210,99.8902,-854.19,10069.91,-638.49,-1779.91,11116.82,-942.42
27.0310,98.7381,-821.24,9976.44,-633.37,-689.41,9446.75,-612.92
27.0420,95.7896,-449.28,9238.71,-553.58,1038.52,5058.27,-234.38
27.0520,94.4397,-175.65,9339.49,-771.19,918.88,9910.60,-1641.63
27.0620,92.4238,488.28,9550.78,-604.59,3144.01,10748.09,61.78
27.0720,90.6976,847.22,9614.17,-456.80,2282.99,9973.36,134.35
27.0830,89.2373,1206.16,10055.66,-699.46,2641.91,12557.42,-1670.07
27.0930,85.6531,398.30,10373.55,-1034.21,-2833.14,12174.96,-2373.21
27.1030,81.8841,971.37,9761.46,-299.96,3263.65,6292.93,2637.01
27.1130,80.0439,866.14,9321.64,-141.32,445.22,6829.35,493.27
27.1240,80.0439,1342.90,9345.41,-667.33,3249.92,9480.09,-2771.36
27.1340,75.2907,1469.53,9525.80,-1082.25,1976.04,10548.03,-2741.94
27.1440,71.2284,1177.58,9396.26,-534.73,9.81,8662.21,1655.36
27.1540,67.1249,1376.70,8858.98,83.34,2173.15,5814.36,2555.61
27.1650,64.2734,1303.37,9258.70,-705.70,1010.08,11523.79,-3861.86
27.1750,60.7653,1731.91,9035.66,-577.90,3446.06,7771.77,-66.69
27.1850,56.9657,1800.94,9343.57,-868.12,2077.05,11088.38,-2029.00
27.1950,52.5840,1555.68,9079.11,-1355.85,574.67,7580.54,-3306.80
27.2050,48.8657,1395.77,9351.82,-167.76,756.09,10897.15,4584.61
27.2160,45.4440,1611.46,9152.18,39.96,2474.22,8020.86,870.83
27.2260,41.2848,2241.59,8656.51,178.48,4762.11,5847.71,732.56
27.2360,37.0713,3094.02,8747.83,20.20,6503.77,9265.32,-612.92
27.2470,34.6049,3529.04,9038.60,-824.27,5269.11,10686.31,-4202.15
27.2580,31.8494,3897.06,8497.60,-901.64,5369.14,5431.90,-1211.12
27.2680,28.2405,3454.61,8866.06,-23.47,1684.78,10954.03,3489.21
27.2780,24.0973,2498.51,8329.31,1290.61,-1325.86,5287.75,6546.92
27.2880,20.0001,2228.48,8510.61,1036.41,1148.36,9537.95,19.61
27.2990,16.1241,1692.76,8441.41,1395.75,-450.13,8049.30,2833.14
27.3090,12.6968,2244.26,8755.20,1288.81,4450.26,10533.32,861.02
27.3190,10.1297,2405.19,8579.74,818.63,3048.89,7585.44,-1062.06
27.3290,7.1148,2749.28,8523.85,938.12,4125.66,8207.19,1416.08
27.3400,3.2193,2112.34,8230.11,1082.55,-435.42,6565.55,1660.27
27.3500,0.1565,1778.92,8381.71,1348.53,445.22,9240.81,2412.44
27.3600,-3.3735,2685.64,8381.42,1029.01,6312.54,8379.78,-249.09
27.3700,-5.9075,2568.63,8537.69,745.73,2100.58,9423.21,-387.36
27.3810,-9.8023,3278.19,8916.03,358.28,6116.41,11059.94,-1191.51
27.3910,-12.6966,3684.02,8742.92,12.83,5307.36,7761.96,-1369.01
27.4010,-16.3397,3552.09,8766.71,193.06,3024.37,8901.50,913.98
27.4110,-19.6038,3241.78,8893.13,394.71,2000.56,9609.54,1201.31
27.4220,-24.1987,2370.42,9052.96,1798.34,-1115.02,9958.65,7412.85
27.4320,-27.4571,2143.27,8845.78,1485.54,1234.66,7671.74,234.38
27.4420,-31.3130,2572.11,8878.55,1380.84,4287.47,9064.29,962.03
27.4520,-34.3061,3009.13,8741.22,1380.84,4757.21,7963.00,-7915.93
27.4620,-38.2283,2100.16,9099.03,1964.13,-1535.72,11126.63,4297.27
27.4730,-36.5849,2763.57,8938.04,1436.36,5417.19,8025.76,-674.70
27.4830,-40.9154,2650.19,9005.08,376.72,2196.69,9384.96,-3861.86
27.4930,-46.4458,2946.07,8766.24,1029.81,4129.58,7412.85,3642.19
27.5030,-49.6241,2533.96,8824.48,-294.11,885.54,9154.51,-5589.79
27.5140,-55.4399,3051.38,8448.43,-527.13,5121.03,6317.44,-1459.23
27.5240,-57.8940,3719.89,8474.02,-1043.84,6393.94,8619.06,-3110.67
27.5340,-61.8378,3654.53,8277.48,-703.86,3393.10,7163.76,656.06
27.5440,-63.9685,3807.01,8378.88,-894.16,4416.92,8953.47,-1655.36
27.5550,-67.4760,3321.17,8374.75,-643.54,1377.83,8351.34,358.92
27.5650,-70.8342,3598.77,8408.46,-707.24,4709.15,8599.45,-962.03
27.5750,-72.7020,3454.27,8288.53,-721.72,2876.29,7608.98,-779.63
27.5860,-74.5974,3534.81,8507.57,-488.33,3856.96,9748.79,445.22
27.5970,-76.5332,3222.27,8491.93,-225.13,1972.12,8403.32,827.68
27.6070,-79.8623,3525.34,8628.68,-560.01,4737.59,9403.60,-1899.55
27.6170,-81.8146,3149.58,8834.65,-978.35,1646.54,10001.80,-2651.72
27.6270,-84.9033,3467.18,8696.11,-754.05,4737.59,7911.02,143.18
27.6380,-85.8683,3049.31,8988.17,-720.92,1377.83,10643.16,-588.40
27.6480,-88.0979,3609.97,8985.90,-529.86,5852.61,8973.08,234.38
27.6580,-90.6455,3019.97,9053.56,-412.31,659.99,9436.94,57.86
27.6680,-92.4709,3062.04,8974.70,-827.64,3230.31,8527.86,-2488.93
27.6790,-94.1267,2759.72,9130.24,-204.53,1550.43,10011.61,2287.89
27.6890,-97.1127,2864.43,9039.15,-611.59,3283.27,8522.96,-2239.84
27.6990,-98.9509,2755.79,9134.71,-526.54,2321.23,9676.22,-186.33
27.7090,-101.0777,2749.29,9166.51,-174.30,2723.31,9346.72,1234.66
27.7200,-103.1754,2676.04,9267.39,-208.28,2383.02,9839.01,-344.21
27.7300,-107.0798,2778.26,9315.18,-172.31,3187.16,9586.00,-28.44
27.7400,-109.2669,2664.89,9508.64,-545.61,2211.40,10604.91,-2038.80
27.7500,-111.0079,2987.64,9377.41,-18.14,4278.64,8633.77,2091.76
27.7600,-114.4735,3229.56,9302.34,-375.39,4197.25,8876.98,-1804.42
27.7720,-119.5455,3407.80,9110.86,-488.80,4120.75,8025.76,-942.42
27.7820,-126.4979,3763.78,9118.88,-227.46,5187.72,9164.31,817.87
27.7920,-131.1545,3583.34,8351.21,-227.46,2861.58,4001.11,27804.79
27.8020,-132.1882,4043.86,9174.55,-227.46,5885.95,13840.13,-12371.09
27.8130,-129.6148,4043.86,9174.55,-227.46,-26570.14,34112.43,32073.63
27.8230,-118.6364,2542.15,9747.29,-698.78,-3464.69,12992.83,-2584.05
27.8330,-108.0325,1375.30,10356.21,-698.78,-3292.09,13806.78,9877.26
27.8430,-107.2458,1375.30,10356.21,-698.78,14878.65,569.77,-9566.39
27.8540,-107.7661,1375.30,10383.52,853.72,-6862.69,10538.23,7063.73
27.8640,-104.8123,1287.75,10383.52,1968.43,937.52,1344.49,6427.28
27.8740,-101.4846,1287.75,10383.52,3512.93,-13371.37,20405.68,9690.93
27.8840,-95.7113,1623.70,10347.15,4479.63,2967.49,10141.06,8346.44
27.8950,-90.4519,2267.66,10347.15,4479.63,4843.50,-11528.70,-9428.11
27.9060,-84.7124,2267.66,10191.35,4479.63,-9135.88,9308.47,-8876.98
27.9160,-77.8807,2267.66,10191.35,3262.05,-6924.48,-2570.32,-1608.29
27.9260,-70.1585,1371.06,10191.35,1888.85,-2215.32,2981.22,-3603.94
27.9370,-60.0280,1089.20,10191.35,1297.69,-38.25,-890.44,-1066.96
27.9470,-52.8106,-236.01,10713.51,2517.78,-5536.83,13672.43,7398.14
27.9570,-46.8975,-1684.71,11433.01,1459.17,-7479.53,15510.20,-2775.28
27.9670,-41.5403,-594.42,11232.01,156.66,3766.73,10093.00,-5053.37
27.9780,-34.8712,-594.42,11627.49,-426.00,-11844.47,13868.56,-2756.65
27.9880,-28.2919,-1139.84,11627.49,-264.31,-3321.51,18080.52,382.46
27.9980,-22.6783,-1139.84,11232.27,1151.48,-10016.51,8992.70,6814.64
28.0080,-18.1819,-380.74,10955.91,69.38,2655.64,9389.87,-4259.03
28.0190,-13.7533,-380.74,11231.30,1313.11,-12979.10,12791.79,6288.02
28.0290,-7.7134,-740.01,11231.30,1368.22,-2177.08,4513.02,1588.68
28.0390,-1.3434,-1056.26,10523.64,477.15,-2321.23,6513.58,-3087.13
28.0490,6.0136,-308.97,10523.64,1280.40,2680.16,1741.66,4493.41
28.0590,10.9535,-36.53,10568.19,2774.02,1053.23,10820.66,8748.51
28.0700,13.8234,-36.53,10568.19,2774.02,18458.08,732.56,-26216.12
28.0800,14.9714,-36.53,10568.19,2774.02,-68961.34,21678.58,62376.18
28.0900,26.6529,-36.53,10568.19,2644.24,-19616.24,-4.90,2125.10
28.1000,29.7060,-36.53,10568.19,2644.24,-9475.19,2929.25,-6886.23
28.1110,36.7152,224.37,10568.19,2702.03,1268.00,18491.42,2933.17
28.1210,38.0936,-1292.48,10421.60,1769.16,-7359.89,9590.90,-1962.31
28.1310,37.5045,-1292.48,10421.60,1769.16,11188.41,-8064.01,-13079.13
28.1410,40.2631,-1292.48,10541.77,1744.63,-10752.99,11222.73,1646.54
28.1520,45.2811,-1475.28,10541.77,1744.63,-2206.50,18386.49,15199.33
28.1630,50.5578,-1853.16,10541.77,547.63,-3364.66,1369.01,-4240.40
28.1730,53.4534,-1768.68,11316.45,1342.67,-1430.79,15706.33,4522.83
28.1830,55.5434,-1768.68,11316.45,140.93,-10174.40,5197.52,-4666.00
28.1940,58.0353,-2017.08,10623.97,203.75,-3010.64,6699.90,455.03
28.2040,60.0527,-1941.99,10708.64,491.33,-1641.63,11188.41,1641.63
28.2140,62.0109,-2220.64,10574.66,-374.60,-3335.24,9815.48,-3838.32
28.2240,67.6026,-3111.78,10489.47,-257.51,-6676.37,10006.71,210.84
28.2350,70.4878,-2925.82,10000.03,-968.77,-2181.98,7226.52,-3813.81
28.2450,70.8694,-2662.32,10090.02,-456.30,-1608.29,10600.01,1593.58
28.2550,73.6776,-2975.97,10431.45,-456.30,-4230.59,12366.19,-9303.57
28.2650,75.1603,-3292.01,11215.47,-456.30,-4556.17,15658.28,7608.98
28.2760,76.6182,-3598.39,10403.83,-642.57,-4823.89,5804.56,-1387.64
28.2860,78.7727,-3508.49,10626.40,725.51,-3148.92,11887.62,6197.80
28.2960,79.8398,-3563.87,10051.84,1408.28,-3785.37,6796.01,4139.39
28.3060,81.5949,-3525.79,10129.80,1509.48,-3373.49,10571.57,1914.26
28.3170,84.3354,-3001.47,10406.42,1274.66,-904.17,11973.92,335.39
28.3270,84.6997,-2794.62,10591.97,1366.29,-1967.21,11643.44,1732.84
28.3370,84.7448,-2979.43,10234.99,879.64,-3718.68,8212.09,-1066.96
28.3470,85.9103,-2796.99,10301.95,1046.36,-2067.24,10681.40,1713.22
28.3570,86.6212,-2320.95,10363.87,381.47,-416.78,10714.75,-2278.08
28.3680,88.7148,-2428.10,10354.87,116.69,-2856.68,10303.85,-942.42
28.3790,90.5373,-2360.83,10439.74,40.79,-2091.76,10920.69,-262.82
28.3890,92.2121,-1833.16,10421.42,-8.56,277.53,10317.58,-205.94
28.3990,92.3134,-1485.75,10680.77,-129.43,-96.11,12150.44,-612.92
28.4100,93.5604,-1566.74,10734.70,-525.62,-1890.72,11040.33,-2110.39
28.4200,93.0262,-1473.45,10444.57,-186.90,-1100.31,8800.49,1167.97
28.4300,91.7283,-1138.56,10340.79,-839.52,201.04,9752.71,-3449.98
28.4400,96.8048,-1108.94,10253.32,-518.43,-990.47,9757.62,765.90
28.4510,95.8853,-1060.34,10532.15,-785.24,-865.93,12112.19,-1852.48
28.4610,95.4517,-680.77,10420.38,-652.12,837.49,9787.04,-119.64
28.4710,94.7912,-246.89,10259.33,-522.68,1488.65,9346.72,-4.90
28.4810,93.2788,-127.69,10452.53,-499.54,349.12,11547.33,-406.98
28.4920,91.5061,-5.46,9805.64,-196.63,483.47,6139.94,1014.99
28.5020,91.7143,641.70,10075.58,-663.72,3230.31,11605.19,-2532.08
28.5120,91.5659,28.12,9811.79,-637.28,-2426.17,8317.02,-531.52
28.5220,88.4381,98.99,9321.33,-48.52,382.46,6542.02,2306.52
28.5330,87.1727,440.08,9686.12,506.83,1804.42,11753.27,2728.21
28.5430,84.2708,21.77,9398.23,421.74,-1651.44,7766.87,81.40
28.5530,82.7226,216.49,9531.87,-312.59,995.37,10289.14,-3249.92
28.5630,80.1688,377.96,9871.55,-1358.42,1023.81,11796.42,-5541.74
28.5740,77.1211,882.33,9247.23,-549.73,2899.83,5709.43,2685.06
28.5840,75.3867,916.51,9339.68,-544.12,1053.23,9863.53,-521.71
28.5940,72.9547,817.35,9438.99,113.09,420.71,10001.80,2741.94
28.6040,70.2653,1389.97,9301.59,-802.52,3680.44,8522.96,-4464.97
28.6140,66.4506,2108.33,9385.88,-926.21,4981.78,9863.53,-1420.98
28.6250,64.0744,1348.73,9364.85,-679.78,-1689.69,9245.71,305.97
28.6360,61.6551,1586.18,9647.07,-979.24,2536.00,11246.27,-2177.08
28.6460,59.0795,2189.79,9641.44,-541.17,4604.22,9609.54,1211.12
28.6560,56.2266,1856.17,9576.34,-652.21,521.71,9207.46,-1096.38
28.6670,52.6546,2152.97,9574.11,-356.23,3340.14,9561.48,827.68
28.6770,49.9652,2484.16,9878.04,-854.56,3808.90,11600.29,-2847.85
28.6870,45.9406,3469.89,9775.25,-270.20,7412.85,9192.75,2067.24
28.6970,43.4804,3958.99,9520.03,-517.61,5915.37,8073.81,-1507.28
28.7080,39.7422,3105.02,9377.68,-337.60,-310.87,8571.01,382.46
28.7180,35.9075,3286.00,9270.36,338.72,4009.94,8662.21,3043.98
28.7280,33.8743,3051.86,9885.51,-774.22,2115.29,13371.37,-5225.96
28.7380,29.8259,2858.86,9345.15,80.23,2086.86,6283.12,3498.03
28.7490,25.6481,1804.60,9400.55,80.23,-2412.44,9714.47,8150.31
28.7590,23.2907,1919.30,9225.81,231.68,2378.11,8235.62,837.49
28.7690,20.2544,2375.87,9294.84,176.72,4202.15,9686.03,-43.15
28.7790,16.9741,2492.23,9007.54,294.55,2957.69,7379.50,765.90
28.7900,14.4678,1677.03,9515.60,606.92,-1583.77,12394.62,1856.40
28.8000,11.5584,2429.97,9133.41,480.83,5441.71,6967.62,-23.54
28.8100,8.9339,2612.98,9242.19,254.43,3345.05,9858.63,-651.16
28.8200,5.5847,2505.80,9200.35,334.76,2077.05,8963.28,656.06
28.8310,3.2193,2771.32,9000.48,-140.93,3833.42,7867.88,-2043.71
28.8410,-0.4106,2573.04,8694.23,97.90,1779.91,6958.80,1053.23
28.8510,-3.6024,2307.32,8532.18,450.58,1244.46,7613.88,1861.30
28.8610,-6.7817,3156.22,8298.23,257.10,6551.82,6972.53,-516.81
28.8720,-9.5322,3248.51,8466.24,-22.03,3617.67,9418.31,-1138.55
28.8820,-12.6966,3659.30,8472.69,-66.46,5302.46,8509.23,-244.19
28.8920,-16.2556,3314.22,8739.42,-16.88,1933.87,10250.89,181.42
28.9020,-19.3980,3906.23,8643.11,42.00,6274.29,8097.35,277.53
28.9120,-23.4876,4280.21,8645.98,960.13,5776.12,8662.21,4632.66
28.9230,-26.6864,4408.17,8384.96,149.89,4920.00,6905.84,-3091.06
28.9330,-29.9755,4221.43,8376.97,-164.28,3474.50,8331.73,-1420.98
28.9430,-33.3069,3936.12,9141.87,-164.28,2794.90,13476.30,-8772.05
28.9530,-38.1798,2536.38,9939.87,-57.68,-3062.62,14461.87,368.73
28.9640,-41.7379,3859.22,9875.90,-168.73,9150.59,9513.43,-612.92
28.9740,-43.4936,3696.17,9464.82,-1436.72,3043.98,7135.32,-6508.67
28.9840,-48.7545,3338.81,9418.27,-306.20,1909.35,9154.51,4215.88
28.9940,-51.5972,3943.95,9306.33,-1190.51,6364.52,8672.02,-4727.79
29.0050,-55.0571,3449.95,9669.11,-236.53,1473.94,11724.83,3579.43
29.0160,-58.4030,3712.38,9691.06,-386.33,4762.11,9815.48,-985.57
29.0260,-61.5221,3674.41,9393.17,-849.81,3522.55,7705.08,-2703.69
29.0360,-63.8945,3444.97,9186.58,-611.00,2527.17,8015.96,344.21
29.0470,-67.6132,3514.03,8899.05,-1276.47,3790.27,7269.67,-3938.35
29.0570,-69.7963,3684.99,8804.68,-1000.19,4368.86,8269.95,104.93
29.0670,-71.9124,3602.69,8732.27,-1230.86,3273.46,8321.92,-2153.54
29.0770,-72.8897,3409.55,8873.13,-961.74,2637.01,9671.32,114.74
29.0880,-73.9518,3104.80,8906.80,-537.76,1885.82,9097.63,1158.17
29.0980,-77.4883,2838.84,8872.91,-573.78,1775.00,8680.85,-717.85
29.1080,-80.2788,3455.13,9013.56,-1802.93,5920.27,9810.57,-6719.52
29.1180,-82.9672,3184.22,9052.06,-1297.79,2100.58,9270.23,722.75
29.1290,-84.2611,3319.75,9125.68,-1061.18,3861.86,9542.85,-114.74
29.1390,-88.1068,3408.17,9175.31,-1003.10,3761.83,9456.55,-770.80
29.1490,-88.9508,3672.09,9543.32,-743.06,4727.79,11628.73,297.14
29.1590,-91.3056,3203.82,9129.75,-258.47,1330.76,6786.20,1679.88
29.1700,-92.4919,3165.19,9073.89,-564.72,3010.64,8757.34,-1789.71
29.1800,-95.4644,2851.85,8971.25,-394.31,1598.48,8389.59,287.33
29.1900,-96.8101,2772.40,9228.50,-391.94,2454.60,10686.31,-382.46
29.2000,-98.9071,2764.35,9287.13,-236.08,2732.13,9619.34,387.36
29.2100,-101.0890,2647.87,9379.33,21.78,2181.98,9901.77,1053.23
29.2210,-103.4773,2936.56,9164.82,184.93,4091.33,7949.27,837.49
29.2310,-106.0102,2873.71,9123.11,-604.43,2622.30,8886.79,-3761.83
29.2420,-108.6231,3053.10,9017.35,-244.26,3770.66,8418.03,1196.41
29.2520,-112.6992,3149.74,8968.35,-186.78,3536.28,8690.65,43.15
29.2630,-118.0095,3229.99,8880.06,-325.55,3550.99,8379.78,-880.64
29.2730,-124.7297,3664.68,8985.22,-87.25,5403.46,9581.10,865.93
29.2830,-131.7018,3729.03,9271.27,40.23,3986.40,10892.25,550.15
29.2930,-134.2723,2994.79,9227.28,1606.74,57.86,8977.99,7872.78
29.3040,-132.7116,2378.57,9227.28,1852.02,-86.30,19999.68,2833.14
29.3140,-123.1142,2378.57,9227.28,1852.02,-7336.35,-10518.61,-29029.65
29.3240,-111.0830,1992.88,8499.25,1852.02,450.13,4373.77,17549.00
29.3340,-104.2361,3589.96,7942.95,1852.02,9978.27,4790.55,-8833.83
29.3450,-107.5493,3589.96,7942.95,1852.02,-8474.91,16955.70,11006.98
29.3550,-104.9755,3589.96,7942.95,1852.02,-10791.24,22281.69,10197.94
29.3660,-102.2919,4184.10,7475.09,813.59,6560.65,4823.89,-3340.14
29.3760,-100.2034,4184.10,7093.88,1012.73,-4843.50,4933.73,1809.33
29.3870,-92.7354,4650.97,7093.88,1012.73,6518.48,-5192.62,-8159.13
29.3970,-88.4948,4650.97,7093.88,2000.91,-12414.24,24258.71,5953.62
29.4070,-81.6624,4022.24,7093.88,2000.91,1507.28,13442.96,-18358.05
29.4170,-72.9737,5451.74,6863.27,2000.91,11169.77,5556.45,-29393.47
29.4280,-67.7736,5451.74,7713.86,2000.91,-13801.88,12533.88,12389.72
29.4380,-58.7786,4249.40,6919.97,2000.91,-559.96,2421.26,20080.10
29.4480,-52.8390,3108.46,7707.48,2000.91,-1455.31,12170.05,-8522.96
29.4580,-45.3843,2704.08,7688.44,2000.91,1086.58,7580.54,30484.95
29.4690,-40.2291,2704.08,7868.19,684.79,-10327.38,8886.79,-4579.71
29.4790,-32.5254,1275.96,7868.19,974.62,-4436.53,17630.40,2133.93
29.4890,-27.8048,1275.96,7540.11,2259.32,-9303.57,5680.99,7398.14
29.4990,-21.0774,70.31,7190.78,1013.12,-4752.30,5211.25,-3971.69
29.5090,-14.9822,70.31,7190.78,2077.71,-9121.17,17042.00,6336.08
29.5200,-8.9306,-489.39,7122.15,1090.83,-2728.21,6733.25,-2856.68
29.5300,-2.9094,-2071.20,7122.15,2428.98,-8398.42,16739.95,7781.58
29.5400,3.9514,-2481.11,7122.15,2428.98,-4120.75,19960.46,11969.02
29.5500,8.5019,-1125.43,6755.20,1082.75,4297.27,4675.81,-4302.18
29.5610,15.4463,-1063.14,5958.01,895.82,-813.95,1440.60,148.08
29.5710,16.9054,-1063.14,5958.01,895.82,49124.45,-2053.51,-50473.85
29.5810,21.8957,-1063.14,5958.01,126.10,-16036.81,-11030.52,-2952.78
29.5910,24.4230,-1063.14,5958.01,-327.87,-14782.54,-2053.51,-2143.73
29.6020,31.7991,-671.44,5958.01,-653.78,895.35,12183.78,-1957.41
29.6130,34.3163,-632.87,6281.71,-653.78,-478.56,8115.98,7753.14
29.6230,40.5724,-1454.79,6281.71,-1366.20,-4742.50,14390.28,-4215.88
29.6330,41.7806,-1772.63,6885.03,-1376.17,-3043.98,10303.85,-1416.08
29.6440,46.4694,-1398.88,6352.56,-1376.17,96.11,3335.24,-14567.78
29.6540,50.8016,-738.22,7235.92,-2229.49,1904.45,12241.64,-5642.75
29.6640,55.1781,-1877.99,6999.74,-2100.35,-6437.09,5661.38,-1583.77
