t_s,gz_filt_dps,ax_filt_mms2,ay_filt_mms2,az_filt_mms2,ax_raw_mms2,ay_raw_mms2,az_raw_mms2
14.5040,-34.7268,2555.41,8646.37,1037.39,3708.88,9436.94,-598.21
14.5140,-37.1998,2738.25,8646.37,1037.39,3469.59,1488.65,-10222.45
14.5240,-44.0339,2744.87,8449.13,1356.33,2771.36,7331.45,2632.10
14.5340,-47.7678,3747.31,8414.31,637.10,7757.06,8216.99,-2239.84
14.5450,-51.1165,3352.85,8587.86,189.00,1775.00,9571.29,-1603.39
14.5550,-56.7575,3608.81,8387.92,916.90,4632.66,7254.96,3828.52
14.5650,-60.5383,4040.31,8228.72,244.37,5766.31,7326.55,-2445.78
14.5750,-63.7519,3688.85,8267.85,943.94,2282.99,8489.62,3742.22
14.5860,-69.5923,4335.97,8215.06,311.10,6924.48,7915.93,-2220.23
14.5960,-72.2107,3667.85,8381.13,794.53,995.37,9322.20,2728.21
14.6060,-77.4875,3304.78,8178.52,804.10,1852.48,7030.39,842.39
14.6160,-80.8873,3468.95,7981.88,-150.28,4125.66,6867.60,-3967.77
14.6270,-83.0571,3270.01,8269.13,518.19,2474.22,9896.87,3192.06
14.6370,-86.1090,3397.01,8496.82,-178.94,3905.01,9787.04,-2967.49
14.6470,-90.6393,3293.84,8243.02,-109.62,2881.19,6804.83,167.69
14.6570,-95.4486,3881.30,8213.96,-870.66,6231.15,8049.30,-3914.81
14.6680,-97.8490,3658.33,8598.49,-447.63,2766.46,10777.51,1244.46
14.6780,-102.2383,3713.36,8406.38,-279.65,3933.45,7317.72,392.27
14.6880,-102.8329,3772.67,8665.11,-1127.31,4009.94,10131.25,-4517.92
14.6990,-106.1050,3671.85,8916.66,-1278.03,3268.56,10342.09,-1880.92
14.7100,-107.5136,3448.60,8823.92,-1554.53,2555.61,8298.39,-2660.54
14.7200,-111.0825,3598.33,8844.08,-730.54,4197.25,8958.37,2565.42
14.7300,-113.3708,3379.20,9022.74,-779.78,2502.66,10035.14,-976.74
14.7400,-115.5606,3554.18,9220.65,-397.88,4254.12,10342.09,1129.73
14.7510,-118.4165,3418.60,9229.41,126.72,2876.29,9279.05,2225.13
14.7610,-120.7936,3343.68,9227.59,-430.73,3043.98,9217.27,-2660.54
14.7710,-124.4945,3440.65,9135.57,118.68,3828.52,8614.16,2316.33
14.7810,-128.3242,3697.29,8987.78,152.41,4723.86,8150.31,287.33
14.7920,-134.2810,3981.06,9000.58,-253.27,5116.13,9073.11,-1876.01
14.8020,-140.6137,3951.53,9009.40,-72.39,3833.42,9059.38,651.16
14.8130,-147.3146,3147.89,9009.40,-72.39,-66.69,33777.04,31958.89
14.8230,-146.5033,3105.92,8671.66,-1478.30,2938.07,6757.76,-7101.98
14.8340,-139.4673,3105.92,8671.66,-1478.30,-24421.50,-2369.29,-19018.04
14.8440,-127.6122,1723.74,9134.63,-1478.30,-3804.98,11758.17,-10265.60
14.8540,-116.9825,1745.57,9105.40,55.94,1832.86,8939.74,6192.90
14.8640,-116.7448,1745.57,8356.97,-1476.07,13619.48,4115.85,-7604.08
14.8740,-115.6544,1745.57,8356.97,87.34,-18865.05,14868.84,6340.98
14.8850,-109.8511,670.96,8286.40,87.34,-3627.48,7886.51,-9637.98
14.8950,-108.0148,1513.12,8286.40,87.34,4881.75,37892.90,16586.97
14.9050,-100.6604,573.06,8286.40,-1031.80,-3187.16,17802.99,-5508.40
14.9150,-93.5593,1688.40,9179.03,-1828.47,6149.75,14237.29,-5015.12
14.9260,-87.3705,1688.40,9179.03,-1828.47,-14815.89,23780.15,30737.96
14.9370,-81.2324,1688.40,9179.03,-2000.77,-8092.45,17098.87,-2689.96
14.9470,-70.1527,349.66,9179.03,-2100.16,-5005.31,20487.07,-2497.75
14.9570,-60.0029,921.86,9829.36,-2100.16,3210.70,13514.54,7814.92
14.9680,-51.1761,921.86,9314.78,-2100.16,-16769.37,6398.84,17592.15
14.9780,-42.7923,921.86,8420.06,-2100.16,-14491.29,3349.95,19247.51
14.9880,-35.1596,-232.97,8420.06,-2694.73,-4852.33,20683.21,-5072.98
14.9980,-28.3258,-864.02,9113.92,-2609.44,-3388.20,13045.79,-2268.28
15.0090,-18.6911,-2392.08,8756.08,-2609.44,-8504.33,6728.34,11236.46
15.0190,-10.4768,-1575.73,8756.08,-1832.97,1689.69,16955.70,1272.90
15.0290,-3.1518,-1543.80,8756.08,-1832.97,-1416.08,16184.90,14481.48
15.0390,5.8607,-1543.80,8756.08,-1832.97,-23190.77,26301.44,10269.52
15.0500,12.4635,-866.50,8756.08,-1832.97,1842.67,-5072.98,-12605.47
15.0600,22.9234,-866.50,9314.81,-1127.46,-12509.36,12480.92,1694.59
15.0700,25.2684,-866.50,9314.81,-2520.46,21751.15,19132.77,-8092.45
15.0800,28.8208,-1199.62,9314.81,-1970.47,-2532.08,-14380.47,229.48
15.0910,32.2315,-1199.62,9898.87,-539.81,-12452.48,13208.58,5182.81
15.1010,37.8950,-1199.62,10182.77,-19.38,-14974.75,11791.52,2062.34
15.1110,45.5345,-1199.62,10576.33,252.41,-9537.95,12806.50,1339.59
15.1210,52.0161,377.34,10513.83,252.41,6685.19,10159.69,-10724.55
15.1330,58.1283,377.34,10513.83,729.33,-12409.33,-3459.79,2637.01
15.1430,63.4987,1693.63,11325.81,1848.72,6958.80,15926.98,6326.27
15.1530,67.0901,1693.63,11325.81,3049.61,-8599.45,5139.67,7853.17
15.1630,73.6150,2836.50,10593.82,3049.61,7407.94,6445.91,-6130.14
15.1730,79.0645,2951.54,10442.65,1496.88,3411.73,9586.00,-4714.06
15.1840,80.9051,2951.54,11055.68,2592.99,-9925.31,14529.53,6977.43
15.1940,84.7976,2951.54,11153.85,2411.35,-8001.25,11710.12,1684.78
15.2040,85.1493,2581.30,11153.85,2109.91,1100.31,4207.05,904.17
15.2140,86.1094,1120.26,11563.26,2283.19,-4723.86,13883.27,2976.32
15.2250,89.8056,87.36,10699.46,2283.19,-4044.26,5804.56,-6967.62
15.2350,91.1539,-940.79,10416.82,1665.72,-5053.37,8815.20,-804.15
15.2450,93.9457,-817.75,10726.43,349.56,-325.58,12480.92,-4915.09
15.2550,95.5639,-1455.40,10572.58,793.71,-4006.02,9700.74,2570.32
15.2660,97.2007,-1540.50,10544.48,821.69,-1880.92,10385.24,933.59
15.2760,98.8925,-1409.51,10455.87,236.25,-885.54,9953.75,-2105.49
15.2860,101.7147,-1409.51,10313.91,-243.67,-14672.71,9509.51,-2163.35
15.2960,103.8793,-1657.95,10500.40,51.02,-2651.72,11557.14,1229.75
15.3070,104.9955,-1689.99,10194.52,250.48,-1818.15,8461.18,1048.33
15.3180,104.9788,-1529.10,10144.87,6.02,-885.54,9863.53,-971.84
15.3280,104.5471,-1586.91,10349.50,-141.70,-1818.15,11509.08,-732.56
15.3380,110.4610,-1465.66,10267.19,-406.19,-980.66,9800.77,-1464.13
15.3490,111.1146,-1631.09,10378.89,343.08,-2292.79,11011.89,3340.14
15.3590,112.5172,-1816.97,9729.37,-314.13,-2560.52,6048.74,-2942.98
15.3690,107.1990,-1786.61,10076.79,272.17,-1665.17,12045.51,2617.39
15.3790,108.2223,-1480.09,10141.59,269.52,-253.99,10508.81,258.90
15.3900,106.7126,-1535.35,10359.66,85.38,-1756.37,11595.38,-651.16
15.4000,104.5428,-1376.55,9935.59,-118.41,-741.38,7532.49,-933.59
15.4100,104.2839,-556.58,9915.36,205.75,2723.31,9800.77,1502.38
15.4200,102.8427,-151.46,9899.64,27.70,1469.04,9810.57,-684.50
15.4300,101.0359,-89.59,10042.06,-572.13,157.89,10849.10,-2971.41
15.4410,99.1201,-277.41,10048.23,-372.58,-1028.72,10083.20,425.61
15.4510,98.0730,306.45,10316.20,-566.96,2641.91,11834.67,-1344.49
15.4610,96.0801,1183.07,10249.62,-749.34,4689.54,9872.35,-1478.84
15.4710,92.9420,598.12,10641.69,-771.68,-1741.66,12863.38,-861.02
15.4830,89.2964,750.34,10458.91,-826.03,1359.20,9423.21,-1043.43
15.4930,85.7154,1471.30,10082.47,-744.96,4355.13,7949.27,-420.71
15.5030,77.7278,1317.67,9628.19,562.20,703.14,7053.92,5790.83
15.5130,76.6514,1018.63,9430.19,857.52,-177.50,8308.19,2038.80
15.5240,74.3440,1482.93,8925.91,1149.28,3340.14,6068.36,2316.33
15.5340,72.2877,1794.16,9015.51,790.17,3039.08,9523.24,-646.26
15.5440,68.8954,2238.30,9043.57,-94.34,4014.84,9202.56,-3632.38
15.5540,64.5047,2314.12,9310.13,-453.62,2617.39,10820.66,-1890.72
15.5650,59.6883,2553.84,9653.66,-337.98,3512.74,11600.29,124.54
15.5750,55.0148,2934.11,9869.60,-654.22,4455.16,11093.28,-1919.16
15.5850,50.9243,3250.87,9835.59,-796.20,4517.92,9642.88,-1364.11
15.5950,46.4230,2398.68,9419.81,-1251.44,-1010.08,7063.73,-3072.42
15.6060,42.0961,3306.78,8743.37,-939.96,6939.19,4910.19,305.97
15.6160,37.3032,3472.32,9342.84,-1068.72,4134.48,12739.82,-1583.77
15.6260,33.6542,3230.53,10026.70,-1048.37,2263.37,13901.91,-966.94
15.6360,29.5459,4106.22,9740.09,-1100.92,7608.98,8115.98,-1311.15
15.6470,24.8221,4246.81,9515.16,-1052.16,4809.18,8240.53,-857.10
15.6570,20.8225,3594.56,8980.92,-710.51,985.57,5953.62,656.06
15.6670,16.3217,3440.32,9314.25,-363.65,2823.33,11203.12,1023.81
15.6770,12.3522,3735.27,9061.40,146.46,4915.09,7628.59,2186.88
15.6880,7.8305,3623.69,8610.24,-870.56,3177.35,6053.65,-4938.63
15.6980,3.5733,3755.66,8852.81,-106.87,4283.54,10227.36,2947.88
15.7080,0.1103,2875.28,8975.00,-615.84,-646.26,9667.40,-2651.72
15.7180,-4.3298,3214.20,8949.56,-576.81,4569.90,8805.39,-420.71
15.7280,-8.2569,3930.56,8898.51,-878.82,6796.01,8609.26,-2086.86
15.7390,-12.6229,3382.75,8922.64,-769.15,1191.51,9059.38,-330.48
15.7490,-16.3090,4016.57,8826.06,-481.36,6551.82,8278.77,669.79
15.7590,-21.4304,3194.03,8894.75,66.60,-96.11,9283.96,2258.47
15.7690,-26.1073,4601.48,9078.01,-1228.25,10231.28,10116.54,-6407.67
15.7800,-30.3261,4160.73,9179.22,-532.67,2397.73,9752.71,2249.65
15.7900,-35.1903,3945.03,9057.10,16.14,3082.23,8365.07,2211.40
15.8000,-38.5323,3945.03,8290.76,16.14,12346.57,3948.16,-21922.77
15.8100,-43.5806,2731.98,7682.47,430.29,-2120.20,4235.49,2086.86
15.8220,-49.3615,2906.38,7553.03,215.96,3603.94,6819.54,-641.35
15.8320,-52.2950,3584.67,7859.30,-405.43,6297.83,9594.83,-2891.00
15.8420,-56.5536,2733.77,7910.75,285.43,-669.79,8202.28,3048.89
15.8520,-62.9365,4046.75,7799.43,-836.85,9298.67,7168.66,-5325.99
15.8630,-64.8216,4045.27,8091.10,196.64,4039.36,9743.89,4330.62
15.8730,-69.3541,3459.22,8222.66,610.97,1115.02,8968.18,2268.28
15.8830,-72.6529,3953.20,7984.98,-500.91,5929.10,6638.12,-4948.44
15.8930,-77.7341,3509.91,7967.42,29.98,1736.76,7867.88,2153.54
15.9040,-81.3749,3774.67,7773.76,-516.76,4833.70,6676.37,-2703.69
15.9140,-83.3985,3841.92,8039.86,-52.52,4110.95,9547.75,1804.42
15.9240,-86.2849,3719.60,8576.86,-145.38,3230.31,11619.90,-516.81
15.9340,-90.4475,3575.85,8408.00,-160.24,3000.83,7451.09,-219.67
15.9450,-94.4323,3604.41,8273.14,-339.62,3718.68,7508.95,-1057.16
15.9550,-97.6206,3609.03,8480.81,363.77,3627.48,9657.59,3177.35
15.9650,-101.1125,3547.60,8505.81,405.95,3301.90,8647.50,574.67
15.9750,-102.7588,3662.23,8786.26,323.78,4120.75,10375.44,-4.90
15.9860,-106.4102,4185.63,8847.97,432.21,6279.20,9197.66,865.93
15.9960,-106.6981,3819.42,9039.72,-87.88,2354.58,10126.35,-2168.25
16.0070,-110.9107,3828.89,8749.80,-30.10,3866.76,7106.88,201.04
16.0170,-112.2005,3799.20,8981.43,19.07,3680.44,10294.04,215.75
16.0270,-115.9384,3628.93,9212.75,70.76,2947.88,10523.52,277.53
16.0380,-118.4709,3617.07,8838.03,-242.10,3569.62,6714.61,-1493.55
16.0480,-121.2097,3545.41,8731.19,-551.62,3258.75,8125.79,-1789.71
16.0580,-124.3238,3815.42,9137.87,157.89,4895.48,11442.40,2995.93
16.0680,-128.2887,3827.65,9020.48,37.27,3876.57,8355.27,-445.22
16.0790,-133.8361,4132.22,8955.27,-217.12,5350.51,8585.72,-1234.66
16.0890,-140.1343,4458.25,9113.72,-258.82,5762.39,10011.61,-425.61
16.0990,-147.2100,4458.25,8763.86,-1838.88,13534.16,6781.30,-8159.13
16.1090,-146.0311,3277.50,9000.59,-980.97,-1445.50,10342.09,2450.68
16.1210,-138.6748,3688.18,9000.59,-980.97,5330.89,737.46,-25330.58
16.1310,-128.1494,3659.76,8719.33,-980.97,3546.08,7125.51,-12844.75
16.1410,-117.2956,2631.06,8719.33,-980.97,-1483.75,15955.42,7743.33
16.1510,-116.5019,2631.06,9339.61,-1388.67,18874.86,12854.56,-3019.47
16.1620,-116.7444,2631.06,9926.43,-1388.67,-11126.63,13251.73,11174.68
16.1720,-109.9631,2631.06,9926.43,-1388.67,-10274.43,35159.78,11576.75
16.1820,-104.6912,2958.62,10524.96,-1388.67,4268.83,13916.62,7025.48
16.1920,-98.2919,2958.62,10524.96,-2756.29,19367.15,-4326.69,-8226.80
16.2030,-90.3683,3013.94,10524.96,-2756.29,3235.21,3014.56,-11719.93
16.2130,-82.4489,3013.94,10524.96,-3064.49,-6804.83,-10064.56,-4297.27
16.2230,-75.8132,3013.94,10012.25,-3064.49,-11141.34,7106.88,30096.61
16.2330,-66.6323,3013.94,10903.72,-3064.49,-8245.43,15955.42,24330.30
16.2440,-60.0376,3013.94,10903.72,-2556.92,-12562.32,24799.06,-526.62
16.2540,-53.6784,3013.94,11225.03,-1536.37,-19717.25,13045.79,2545.81
16.2650,-45.2369,1988.09,11225.03,-1844.56,-2115.29,-1894.64,-3077.33
16.2750,-35.8629,393.08,11545.51,-1844.56,-5986.96,13361.56,-11538.50
16.2860,-27.6840,408.22,11395.15,-1406.81,468.76,10543.13,344.21
16.2960,-19.3339,408.22,11944.16,-1406.81,-12017.07,15055.17,8470.98
16.3060,-10.6537,-193.18,11711.64,-1406.81,-2598.76,10394.07,-11193.31
16.3160,-4.5986,-193.18,11711.64,-1406.81,-13308.60,20568.47,12667.25
16.3260,3.7979,-193.18,11711.64,-1216.45,-25626.74,31460.71,-455.03
16.3370,7.9115,-188.08,11711.64,-2348.64,-167.69,-2942.98,-6877.40
16.3470,16.4190,-188.08,12564.30,-2348.64,-17333.25,17396.02,35509.88
16.3570,27.4773,-188.08,12564.30,-2348.64,10734.36,-2952.78,-10609.81
16.3670,33.9581,-1426.31,12564.30,-1942.07,-6379.23,6091.89,-315.77
16.3780,42.0436,-2364.33,12564.30,-961.14,-6116.41,18572.81,2962.59
16.3880,42.0335,-2364.33,12496.48,-961.14,-12375.99,12112.19,9700.74
16.3980,50.3844,-2364.33,12496.48,150.95,-16840.96,22272.86,4599.32
16.4080,51.7361,-2484.96,11654.21,150.95,-2967.49,6881.33,14735.47
16.4190,57.5122,-3143.19,11404.88,740.94,-5776.12,9992.00,3100.86
16.4290,61.9965,-2801.69,11915.21,-147.06,-1435.69,14807.06,-3699.07
16.4390,66.7735,-4011.06,11903.12,-150.21,-8848.54,11834.67,-162.79
16.4490,73.3724,-4319.16,11362.41,-1349.14,-5551.54,8298.39,-6144.85
16.4600,75.6397,-3657.34,11109.48,-1383.71,-1010.08,9676.22,-1521.99
16.4700,78.1717,-5233.58,11801.22,213.79,-11538.50,15721.04,6603.80
16.4800,81.8972,-5337.38,11931.86,959.69,-5752.58,12672.15,3943.25
16.4900,83.1400,-3766.43,12210.16,684.39,2517.37,13787.17,-416.78
16.5020,83.8630,-3346.18,12299.61,1119.83,-1665.17,12806.50,2861.58
16.5120,86.4901,-2847.38,12299.61,-221.11,-852.20,5536.83,-5584.89
16.5220,90.1560,-3145.99,12228.40,191.64,-4340.42,11824.86,1842.67
16.5320,91.8612,-2884.34,11372.50,275.90,-1837.77,6522.40,612.92
16.5430,94.5248,-2706.61,11457.71,750.08,-1995.65,11940.58,2646.81
16.5530,97.8593,-2594.03,10775.66,585.75,-2143.73,6910.75,-71.59
16.5630,99.6895,-2490.64,10991.29,405.44,-2077.05,12213.20,-315.77
16.5730,100.9916,-2564.82,10682.83,385.55,-2861.58,8934.84,305.97
16.5840,103.4781,-2363.91,10646.72,305.50,-1560.24,10442.12,-14.71
16.5940,104.4416,-2642.51,10006.60,435.82,-3756.93,6379.23,957.13
16.6040,104.6751,-2724.57,9730.95,696.99,-3052.81,8168.94,1741.66
16.6140,105.2586,-2459.15,9627.27,600.74,-1397.45,9039.77,215.75
16.6240,106.3600,-2059.11,9967.79,-264.12,-458.95,11897.43,-3723.59
16.6360,106.8159,-1855.97,9914.06,-636.32,-1043.43,9609.54,-2125.10
16.6460,106.4001,-1536.56,9532.40,-741.67,-258.90,7369.70,-1163.07
16.6560,106.4661,-1154.52,9653.12,-370.33,373.63,10337.19,1115.02
16.6660,105.0422,-914.98,9248.24,-211.14,43.15,6953.90,425.61
16.6770,104.5075,-643.92,8927.03,52.13,440.32,7106.88,1105.21
16.6870,104.7002,-222.31,9098.99,370.03,1464.13,10073.39,1641.63
16.6970,103.9951,101.64,9098.99,-212.16,1397.45,17037.09,-2540.90
16.7070,102.1366,144.47,9473.45,-566.90,315.77,11595.38,-1985.85
16.7180,100.0796,-396.53,9139.20,-281.31,-2560.52,7245.15,861.02
16.7280,99.1647,311.58,9332.58,-260.55,3144.01,10428.39,-177.50
16.7380,97.0542,374.59,8949.89,-27.61,626.64,6781.30,904.17
16.7480,94.8629,401.07,8589.44,-158.98,507.00,6546.92,-684.50
16.7590,93.7070,407.94,8853.66,1177.29,435.42,10350.92,6522.40
16.7690,90.7139,1142.86,8793.32,812.58,4082.51,8451.37,-646.26
16.7790,87.0017,783.07,9357.93,-407.48,-656.06,12557.42,-5287.75
16.7890,83.1852,1213.09,9094.12,213.77,2933.17,7599.17,2698.79
16.8000,80.0516,1569.66,9185.11,-706.68,2995.93,9700.74,-4388.48
16.8110,76.5351,1361.05,9327.03,-662.04,526.62,10131.25,-483.47
16.8210,73.8215,1204.56,8840.29,-794.80,578.59,6082.08,-1325.86
16.8310,69.6750,1921.76,8939.20,-504.63,4790.55,9499.70,656.06
16.8420,65.5335,1777.67,9077.85,-460.19,1201.31,9863.53,-282.43
16.8520,60.4924,2432.81,8838.10,-92.58,5053.37,7479.53,1377.83
16.8620,57.2997,2952.21,9281.12,-1035.90,5029.83,11791.52,-4809.18
16.8720,52.8387,3054.71,8944.24,-404.68,3464.69,7035.29,2120.20
16.8830,46.8181,3176.91,9328.38,-793.68,3665.73,11505.16,-2349.67
16.8930,42.7296,2990.48,8656.97,-511.38,2244.74,4852.33,617.82
16.9030,37.7257,2524.38,8825.01,-946.12,659.99,9777.23,-2685.06
16.9130,35.0840,3532.67,9020.21,-955.97,7565.83,10126.35,-995.37
16.9230,30.5257,2525.66,8189.83,-227.76,-1502.38,3484.30,2685.06
16.9340,25.0250,2836.05,8051.80,-126.70,4077.61,7269.67,277.53
16.9440,20.5445,3206.75,7912.86,-618.17,4689.54,7125.51,-2584.05
16.9540,16.7361,3386.61,7557.19,-138.56,4106.04,5541.74,1779.91
16.9640,12.9362,3468.32,7543.48,91.17,3795.17,7465.80,1010.08
16.9750,8.8693,3246.55,7516.68,674.08,2359.48,7364.79,3005.74
16.9850,4.7625,2851.82,7394.90,1197.69,1272.90,6704.81,3292.09
16.9950,0.9847,2534.08,7506.00,1598.52,1263.10,8135.60,3201.87
17.0050,-3.4657,2231.04,8346.97,616.48,1018.91,13112.47,-3311.71
17.0160,-7.6730,3133.45,8555.77,398.45,6743.05,9738.98,-473.66
17.0260,-11.1222,3056.13,8736.05,168.52,2746.84,9757.62,-751.19
17.0360,-15.1955,3548.54,8697.61,130.11,5518.20,8479.81,-23.54
17.0460,-19.6849,2820.59,8644.94,-102.64,-91.20,8346.44,-1033.62
17.0570,-24.7175,2960.00,8392.02,-370.23,3517.65,6958.80,-1440.60
17.0670,-29.4583,3865.87,7970.95,-1343.34,7489.34,5584.89,-5235.77
17.0770,-33.8058,3604.80,8109.06,-1087.03,2560.52,8891.69,-61.78
17.0870,-37.4791,3852.54,8109.06,-1569.23,4843.50,18185.45,-3498.03
17.0980,-42.4864,3109.88,8084.36,-501.25,139.25,7944.37,3770.66
17.1080,-46.8945,4158.96,7997.31,-932.13,8355.27,7504.05,-2655.64
17.1180,-50.0012,4008.73,8034.53,-1688.51,3407.81,8245.43,-4714.06
17.1280,-55.7669,3366.83,8229.15,-1688.51,799.24,9332.01,6493.96
17.1390,-59.9498,4510.05,8175.69,-2207.52,9082.92,7872.78,-4283.54
17.1500,-62.7519,3852.03,8279.56,-2207.52,1219.95,8868.15,6967.62
17.1600,-68.4934,4466.52,8192.66,-2069.43,6924.48,7700.18,-1517.09
17.1700,-70.2654,4481.51,8222.93,-1651.62,4541.46,8394.49,19.61
17.1810,-75.0548,3890.58,8266.61,-714.46,1526.90,8514.13,3034.18
17.1910,-78.9744,4505.99,8035.87,-1941.17,6967.62,6728.34,-6847.98
17.2010,-81.0881,4373.44,8302.08,-1014.16,3843.23,9810.57,2693.89
17.2110,-83.8907,4541.98,8264.90,-1732.17,5216.16,8054.20,-4604.22
17.2210,-87.1965,4209.83,8272.13,-836.37,2881.19,8313.10,2746.84
17.2320,-92.5766,4368.14,8082.92,-1235.72,5001.39,7010.77,-2833.14
17.2420,-94.5366,4083.11,8121.71,-1539.91,2942.98,8341.54,-2756.65
17.2520,-98.0297,3888.62,8238.68,-1539.91,3110.67,8901.50,6493.96
17.2620,-100.0548,4227.87,8611.56,-2258.88,5584.89,10724.55,-5134.76
17.2730,-103.0054,3916.37,8519.28,-1642.55,2670.35,7996.34,822.78
17.2830,-104.3568,4193.59,8762.55,-2144.86,5302.46,10141.06,-4154.10
17.2930,-106.7098,4023.88,8516.99,-960.77,3345.05,7125.51,3775.56
17.3030,-108.7349,4096.80,8935.06,-994.56,4388.48,11304.13,-1129.73
17.3150,-111.6225,3779.93,8766.30,-1075.14,2512.46,7810.02,-1397.45
17.3250,-113.3077,3661.38,8836.16,-632.40,3187.16,9231.98,1138.55
17.3350,-117.4065,3629.69,8687.24,-1110.80,3502.94,7843.36,-3024.37
17.3450,-120.1496,3502.94,8907.37,-1103.99,2995.93,10154.79,-1076.77
17.3560,-123.9807,3354.66,8821.02,-408.55,2761.55,8331.73,2373.21
17.3660,-128.9515,3749.91,8932.09,-392.94,5330.89,9561.48,-330.48
17.3760,-134.8671,4030.80,8979.13,-301.01,5154.38,9245.71,66.69
17.3860,-141.0870,4143.52,9181.37,-480.09,4594.42,10327.38,-1196.41
17.3970,-143.4459,5136.31,9104.23,-480.09,9107.44,8667.12,-9082.92
17.4070,-142.3672,4002.74,9780.20,-480.09,-531.52,13610.65,30847.80
17.4170,-134.7871,2585.75,9780.20,-388.00,-3082.23,15888.73,-19.61
17.4280,-123.7060,1470.39,9780.20,-388.00,-2991.03,18410.02,14232.39
17.4390,-115.1302,1470.39,9769.01,680.27,20099.71,9705.64,4953.34
17.4490,-118.4092,521.62,10327.31,-253.06,-3273.46,13491.01,-3986.40
17.4590,-116.5885,562.83,10327.31,-253.06,727.65,2067.24,-12672.15
17.4690,-107.3969,-947.19,9662.58,33.89,-6987.24,5895.76,1181.70
17.4800,-104.5329,190.75,9662.58,33.89,4742.50,25109.93,-12141.61
17.4900,-99.0841,190.75,9662.58,-1349.15,-9456.55,24631.36,-6881.33
17.5000,-86.8699,-160.43,10215.22,-1349.15,-1565.14,13346.85,10590.20
17.5100,-79.2859,1110.24,10725.27,-1349.15,6192.90,13615.55,-12610.37
17.5200,-73.5152,1110.24,10725.27,-1977.02,-7709.99,2115.29,-4488.50
17.5310,-64.1417,1110.24,10725.27,-1982.71,-9547.75,18587.52,-2005.46
17.5410,-55.9422,1110.24,11583.78,-1982.71,-8863.25,16448.69,7824.73
17.5510,-45.9816,1110.24,11085.97,-1982.71,-19233.78,8265.04,25536.52
17.5610,-37.3711,1110.24,10765.51,-2547.22,-7924.75,8949.55,-4805.26
17.5720,-29.7898,685.19,11523.11,-4078.34,-1014.99,15816.17,-10202.84
17.5830,-23.9579,685.19,11283.44,-2834.91,-9647.78,9925.31,2138.83
17.5930,-15.8646,-852.04,12033.81,-2834.91,-7000.97,16285.90,10902.05
17.6030,-8.9812,-2243.63,11552.49,-1651.48,-7810.02,8825.00,3082.23
17.6140,-2.7139,-2243.63,11552.49,-1651.48,-12825.14,621.74,-15812.24
17.6240,4.0672,-3129.20,10687.50,-2243.79,-6671.46,5785.92,-4613.05
17.6340,9.4230,-3129.20,10687.50,-2243.79,22693.57,-16271.19,-14692.32
17.6440,8.4891,-3129.20,10687.50,-2243.79,-23908.61,458.95,45794.11
17.6550,26.4203,-3129.20,10687.50,-2243.79,-12007.26,39357.03,-23253.53
17.6650,31.3282,-3129.20,10200.57,-2075.51,-13299.78,7441.29,-1402.35
17.6750,40.1397,-2529.25,10200.57,-1907.34,-129.45,19616.24,-1234.66
17.6850,41.2048,-1060.58,10200.57,-1907.34,4814.08,-10983.45,-22176.76
17.6960,47.4313,-1060.58,10200.57,-2398.86,-12236.74,16538.92,-4364.94
17.7060,52.5459,-1060.58,10200.57,-2398.86,-16332.98,29268.93,12567.22
17.7160,58.1211,-2289.85,10200.57,-3095.49,-7206.91,3818.71,-5882.03
17.7260,64.6487,-2297.11,9486.01,-4108.22,-2326.14,5436.81,-8159.13
17.7370,65.7111,-3764.30,9494.53,-4086.80,-9633.07,9542.85,-4001.11
17.7470,71.1797,-3645.93,9750.82,-3684.85,-3172.45,11203.12,-2077.05
17.7570,74.3568,-3611.64,10260.07,-2699.97,-3474.50,13145.81,1239.56
17.7670,77.1897,-2774.38,10070.55,-3416.60,574.67,8996.62,-6283.12
17.7780,79.8868,-3683.83,10055.97,-1931.29,-7321.64,9973.36,4009.94
17.7880,83.9587,-3981.67,9431.94,-2166.19,-5173.01,5895.76,-3105.77
17.7980,87.8381,-2441.60,9757.19,-597.73,3718.68,11600.29,5676.09
17.8090,90.5746,-2585.02,9132.82,-860.06,-3158.72,5594.69,-1909.35
17.8190,91.0832,-2535.01,9986.75,-715.90,-2334.96,14825.69,-139.25
17.8300,91.5652,-2340.06,9843.38,-908.69,-1560.24,9030.94,-1679.88
17.8400,93.7716,-2532.42,9410.69,-811.09,-3301.90,6958.80,-420.71
17.8500,96.6601,-2671.02,9354.32,-151.09,-3225.41,9034.87,2488.93
17.8600,98.7240,-2369.43,9644.58,-261.50,-1163.07,11289.42,-703.14
17.8710,100.9458,-2394.11,9923.67,-267.65,-2492.85,11505.16,-292.24
17.8810,104.8950,-2921.26,9944.07,-816.25,-5029.83,10059.66,-3010.64
17.8910,106.3575,-2668.08,9743.85,-720.86,-1655.36,8609.26,-339.31
17.9010,104.6722,-2020.51,9884.48,-1328.07,569.77,10681.40,-3756.93
17.9120,104.2485,-1804.89,9494.32,-998.32,-942.42,7283.40,320.68
17.9220,104.6029,-1699.47,9723.42,-1345.08,-1277.81,11021.69,-2732.13
17.9330,106.1110,-1419.79,9668.24,-697.14,-301.06,9355.54,1894.64
17.9430,108.1747,-893.61,9297.72,-833.28,1211.12,7198.08,-1377.83
17.9540,107.7083,-934.95,9616.63,-427.34,-1100.31,11423.77,1196.41
